_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.057121914296180624, y=0.0075711699331698044, z=0.13868060868861326)","geometry_msgs.msg.Vector3(x=0.0029924203842630467, y=0.09556283026560843, z=0.019445413761720712)",1745570284448111375
"geometry_msgs.msg.Vector3(x=0.05706466994829401, y=0.00755830908831131, z=0.15471128077997237)","geometry_msgs.msg.Vector3(x=0.0029385270813120667, y=0.09517086055487901, z=0.01937855198979838)",1745570284491261500
"geometry_msgs.msg.Vector3(x=0.05704535182834727, y=0.007581371961594172, z=0.14334326901842898)","geometry_msgs.msg.Vector3(x=0.002878705722795786, y=0.09501596162393156, z=0.019364067627708037)",1745570284514967513
"geometry_msgs.msg.Vector3(x=0.05704535182834727, y=0.007581371961594172, z=0.14334326901842898)","geometry_msgs.msg.Vector3(x=0.002878705722795786, y=0.09501596162393156, z=0.019364067627708037)",1745570284550674390
"geometry_msgs.msg.Vector3(x=0.05705049252334296, y=0.007785560944719869, z=0.14285730988834755)","geometry_msgs.msg.Vector3(x=0.0025713496133577766, y=0.09486238923331944, z=0.019426574637689084)",1745570284581953882
"geometry_msgs.msg.Vector3(x=0.057039766971977046, y=0.007890669357499377, z=0.14819890490142418)","geometry_msgs.msg.Vector3(x=0.002398000801718329, y=0.09469684467531109, z=0.019445001803215147)",1745570284616244297
"geometry_msgs.msg.Vector3(x=0.057039766971977046, y=0.007890669357499377, z=0.14819890490142418)","geometry_msgs.msg.Vector3(x=0.002398000801718329, y=0.09469684467531109, z=0.019445001803215147)",1745570284647783450
"geometry_msgs.msg.Vector3(x=0.056919538190074385, y=0.007278507195664893, z=0.14425932393257618)","geometry_msgs.msg.Vector3(x=0.003190948590499522, y=0.09445457781229773, z=0.01914762702534604)",1745570284680969361
"geometry_msgs.msg.Vector3(x=0.056985484191282514, y=0.007761911786255176, z=0.1481357805535043)","geometry_msgs.msg.Vector3(x=0.002530402662187206, y=0.09445438572652182, z=0.019352282725503777)",1745570284713625421
"geometry_msgs.msg.Vector3(x=0.056985484191282514, y=0.007761911786255176, z=0.1481357805535043)","geometry_msgs.msg.Vector3(x=0.002530402662187206, y=0.09445438572652182, z=0.019352282725503777)",1745570284747621712
"geometry_msgs.msg.Vector3(x=0.05690221771010923, y=0.00751745072390698, z=0.15700655353661808)","geometry_msgs.msg.Vector3(x=0.0028059277255538103, y=0.09413225828671422, z=0.019198226911007008)",1745570284779686317
"geometry_msgs.msg.Vector3(x=0.056903630502320064, y=0.008065187446155673, z=0.14719250336411127)","geometry_msgs.msg.Vector3(x=0.0019823016355028367, y=0.09369094244304041, z=0.019359377772239603)",1745570284811614129
"geometry_msgs.msg.Vector3(x=0.056903630502320064, y=0.008065187446155673, z=0.14719250336411127)","geometry_msgs.msg.Vector3(x=0.0019823016355028367, y=0.09369094244304041, z=0.019359377772239603)",1745570284844776777
"geometry_msgs.msg.Vector3(x=0.05683919761061792, y=0.007806317130461948, z=0.14181054741547178)","geometry_msgs.msg.Vector3(x=0.00230096565412458, y=0.0935063761650177, z=0.019221279847857476)",1745570284877469725
"geometry_msgs.msg.Vector3(x=0.0568817655122533, y=0.00827493683675869, z=0.14263517975114215)","geometry_msgs.msg.Vector3(x=0.0016472044898483155, y=0.09339904885808697, z=0.019400993200364453)",1745570284910826662
"geometry_msgs.msg.Vector3(x=0.0568817655122533, y=0.00827493683675869, z=0.14263517975114215)","geometry_msgs.msg.Vector3(x=0.0016472044898483155, y=0.09339904885808697, z=0.019400993200364453)",1745570284944716496
