_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=1.3673467832424193, y=-0.1361539692396258, z=-0.010951825539984594)","geometry_msgs.msg.Vector3(x=-0.013007754856653562, y=0.02452238098997393, z=-0.0645871161285229)",1745575495907867756
"geometry_msgs.msg.Vector3(x=3.0957901072152962, y=-0.1311121106285377, z=-0.014338696794345294)","geometry_msgs.msg.Vector3(x=-0.012325170611510977, y=0.027883767066289162, z=-0.063333556293858)",1745575495941750357
"geometry_msgs.msg.Vector3(x=433012.5703917212, y=-0.13462957716623833, z=-0.017694586669887758)","geometry_msgs.msg.Vector3(x=-0.011350682461362898, y=0.02747640766558771, z=-0.05915186766545128)",1745575495973872615
"geometry_msgs.msg.Vector3(x=2.0334695144597412, y=-0.13319080493163313, z=-0.02022178706427704)","geometry_msgs.msg.Vector3(x=-0.010701600921352904, y=0.02840930038667371, z=-0.056919844494918284)",1745575496006989737
"geometry_msgs.msg.Vector3(x=433012.57031603786, y=-0.13024002628975495, z=-0.024247204230540942)","geometry_msgs.msg.Vector3(x=-0.009531661451121672, y=0.029087817005783993, z=-0.052435897545543696)",1745575496040938149
"geometry_msgs.msg.Vector3(x=3.666033963681639, y=-0.13095267058189544, z=-0.022513092679382094)","geometry_msgs.msg.Vector3(x=-0.01014382416709424, y=0.029557190380827873, z=-0.05516087122027114)",1745575496073578211
"geometry_msgs.msg.Vector3(x=433012.5704355981, y=-0.13082928989159015, z=-0.024026217073082168)","geometry_msgs.msg.Vector3(x=-0.009500519465278662, y=0.028464885182641217, z=-0.052022031540689136)",1745575496105482137
"geometry_msgs.msg.Vector3(x=433012.57062803616, y=-0.12161859674294719, z=-0.0293695228039101)","geometry_msgs.msg.Vector3(x=-0.0076434346441904616, y=0.02865829916859441, z=-0.044498522709053856)",1745575496139446481
"geometry_msgs.msg.Vector3(x=433012.57101454743, y=-0.11728752441961504, z=-0.029906857754158096)","geometry_msgs.msg.Vector3(x=-0.00695442259994423, y=0.027033930121060302, z=-0.040927862334672965)",1745575496172407740
"geometry_msgs.msg.Vector3(x=433012.5712065386, y=-0.12403600373866691, z=-0.026561966259933883)","geometry_msgs.msg.Vector3(x=-0.0078117036752420625, y=0.025433071494902818, z=-0.04370641277905569)",1745575496213702536
"geometry_msgs.msg.Vector3(x=433012.57222461846, y=-0.1121824744363919, z=-0.02533633072334968)","geometry_msgs.msg.Vector3(x=-0.006401756701639147, y=0.020886417921005623, z=-0.035837897416370286)",1745575496238851611
"geometry_msgs.msg.Vector3(x=433012.57263806113, y=-0.09753005477808915, z=-0.02617434876312594)","geometry_msgs.msg.Vector3(x=-0.0050748433982540165, y=0.019539324150997864, z=-0.02977981331447267)",1745575496273891509
"geometry_msgs.msg.Vector3(x=433012.57270581287, y=-0.09603006705749452, z=-0.026017921375176903)","geometry_msgs.msg.Vector3(x=-0.00495891966986221, y=0.019251375487611525, z=-0.02917232972662605)",1745575496305794271
"geometry_msgs.msg.Vector3(x=433012.57968669105, y=0.21431070040744452, z=0.020714699395740405)","geometry_msgs.msg.Vector3(x=0.02091970116275254, y=-0.0011944739173712824, z=0.08630074053007514)",1745575496338453594
"geometry_msgs.msg.Vector3(x=433012.57295830443, y=-0.09618915815176694, z=-0.024136231159947646)","geometry_msgs.msg.Vector3(x=-0.005048837040377626, y=0.017832796563979358, z=-0.028889130433646555)",1745575496369036829
"geometry_msgs.msg.Vector3(x=433012.5717381826, y=-0.1331853877693271, z=-0.0205743683974808)","geometry_msgs.msg.Vector3(x=-0.009016439590136257, y=0.021774011935592846, z=-0.04696355515520027)",1745575496404149158
"geometry_msgs.msg.Vector3(x=433012.57395211386, y=-0.09269023896451933, z=-0.01689673849581393)","geometry_msgs.msg.Vector3(x=-0.005096652886708133, y=0.012451866733634678, z=-0.026612813215023144)",1745575496435589368
"geometry_msgs.msg.Vector3(x=433012.57417877926, y=-0.06792229868095817, z=-0.019135503878051924)","geometry_msgs.msg.Vector3(x=-0.0032262661696996256, y=0.012469853102389825, z=-0.01895417671563254)",1745575496469426180
"geometry_msgs.msg.Vector3(x=433012.5739145434, y=-0.075466362378454, z=-0.02025867723600921)","geometry_msgs.msg.Vector3(x=-0.0036896412636145946, y=0.013585414937387647, z=-0.02136615258334604)",1745575496501940291
"geometry_msgs.msg.Vector3(x=433012.57393416506, y=-0.06698906093621888, z=-0.021442473508073427)","geometry_msgs.msg.Vector3(x=-0.0030453993730188552, y=0.013906232262458853, z=-0.018872743784765594)",1745575496535665676
